"InterventionId","SubjectId","ParentSubjectId","SubjectName","SubjectLevel","SubjectType"
4181,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4181,255,49,"Algebraic Fractions",2,"Topic"
4181,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4181,1078,255,"Adding and Subtracting Algebraic Fractions",3,"Subtopic"
4181,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
4184,101,3,"Data and Statistics",1,"Subject"
4184,338,101,"Data Processing",2,"Topic"
4184,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
4210,101,3,"Data and Statistics",1,"Subject"
4210,348,101,"Probability",2,"Topic"
4210,110,348,"Experimental Probability and Relative Frequency",3,"Subtopic"
4213,32,3,"Number",1,"Subject"
4213,39,32,"Fractions",2,"Topic"
4213,227,39,"Simplifying Fractions",3,"Subtopic"
4218,32,3,"Number",1,"Subject"
4218,39,32,"Fractions",2,"Topic"
4218,232,39,"Dividing Fractions",3,"Subtopic"
4218,231,39,"Multiplying Fractions",3,"Subtopic"
4235,49,3,"Algebra",1,"Subject"
4235,154,49,"Solving Equations",2,"Topic"
4235,63,154,"Simultaneous Equations",3,"Subtopic"
4249,32,3,"Number",1,"Subject"
4249,141,32,"Rounding and Estimating",2,"Topic"
4249,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
4254,32,3,"Number",1,"Subject"
4254,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4254,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
4263,32,3,"Number",1,"Subject"
4263,37,32,"Factors, Multiples and Primes",2,"Topic"
4263,40,32,"Indices, Powers and Roots",2,"Topic"
4263,245,40,"Squares, Cubes, etc",3,"Subtopic"
4263,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4265,32,3,"Number",1,"Subject"
4265,46,32,"Ratio",2,"Topic"
4265,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
4266,32,3,"Number",1,"Subject"
4266,40,32,"Indices, Powers and Roots",2,"Topic"
4266,246,40,"Square Roots, Cube Roots, etc",3,"Subtopic"
4270,32,3,"Number",1,"Subject"
4270,37,32,"Factors, Multiples and Primes",2,"Topic"
4270,40,32,"Indices, Powers and Roots",2,"Topic"
4270,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4270,245,40,"Squares, Cubes, etc",3,"Subtopic"
4289,32,3,"Number",1,"Subject"
4289,46,32,"Ratio",2,"Topic"
4289,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
4290,32,3,"Number",1,"Subject"
4290,44,32,"Percentages",2,"Topic"
4290,233,44,"Percentages of an Amount",3,"Subtopic"
4310,32,3,"Number",1,"Subject"
4310,144,32,"Basic Arithmetic",2,"Topic"
4310,200,144,"Counting",3,"Subtopic"
4310,202,144,"Place Value",3,"Subtopic"
4312,49,3,"Algebra",1,"Subject"
4312,154,49,"Solving Equations",2,"Topic"
4312,64,154,"Linear Equations",3,"Subtopic"
4316,32,3,"Number",1,"Subject"
4316,141,32,"Rounding and Estimating",2,"Topic"
4316,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
4325,71,3,"Geometry and Measure",1,"Subject"
4325,74,71,"Angles",2,"Topic"
4325,439,74,"Angles in Triangles",3,"Subtopic"
4325,183,74,"Angles in Polygons",3,"Subtopic"
4332,49,3,"Algebra",1,"Subject"
4332,59,49,"Inequalities",2,"Topic"
4332,61,49,"Sequences",2,"Topic"
4332,153,49,"Factorising",2,"Topic"
4332,62,49,"Writing and Simplifying Expressions",2,"Topic"
4332,52,153,"Factorising into a Single Bracket",3,"Subtopic"
4332,70,62,"Writing Expressions",3,"Subtopic"
4332,171,61,"Linear Sequences (nth term)",3,"Subtopic"
4332,166,59,"Solving Linear Inequalities",3,"Subtopic"
4338,49,3,"Algebra",1,"Subject"
4338,62,49,"Writing and Simplifying Expressions",2,"Topic"
4338,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
4341,32,3,"Number",1,"Subject"
4341,71,3,"Geometry and Measure",1,"Subject"
4341,98,71,"Units of Measurement",2,"Topic"
4341,141,32,"Rounding and Estimating",2,"Topic"
4341,144,32,"Basic Arithmetic",2,"Topic"
4341,195,98,"Length Units",3,"Subtopic"
4341,209,98,"Time",3,"Subtopic"
4341,33,144,"BIDMAS",3,"Subtopic"
4341,197,98,"Volume and Capacity Units",3,"Subtopic"
4341,216,141,"Estimation",3,"Subtopic"
4342,32,3,"Number",1,"Subject"
4342,37,32,"Factors, Multiples and Primes",2,"Topic"
4342,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4348,49,3,"Algebra",1,"Subject"
4348,154,49,"Solving Equations",2,"Topic"
4348,64,154,"Linear Equations",3,"Subtopic"
4350,71,3,"Geometry and Measure",1,"Subject"
4350,100,71,"Volume and Surface Area",2,"Topic"
4350,189,100,"Volume of Prisms",3,"Subtopic"
4358,32,3,"Number",1,"Subject"
4358,37,32,"Factors, Multiples and Primes",2,"Topic"
4358,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4358,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4390,32,3,"Number",1,"Subject"
4390,39,32,"Fractions",2,"Topic"
4390,225,39,"Fractions of an Amount",3,"Subtopic"
4398,32,3,"Number",1,"Subject"
4398,42,32,"Negative Numbers",2,"Topic"
4398,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
4407,32,3,"Number",1,"Subject"
4407,37,32,"Factors, Multiples and Primes",2,"Topic"
4407,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4407,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4413,32,3,"Number",1,"Subject"
4413,39,32,"Fractions",2,"Topic"
4413,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4427,32,3,"Number",1,"Subject"
4427,39,32,"Fractions",2,"Topic"
4427,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4434,32,3,"Number",1,"Subject"
4434,44,32,"Percentages",2,"Topic"
4434,233,44,"Percentages of an Amount",3,"Subtopic"
4442,71,3,"Geometry and Measure",1,"Subject"
4442,83,71,"Construction, Loci and Scale Drawing",2,"Topic"
4442,191,83,"Construct Triangle",3,"Subtopic"
4443,32,3,"Number",1,"Subject"
4443,71,3,"Geometry and Measure",1,"Subject"
4443,37,32,"Factors, Multiples and Primes",2,"Topic"
4443,98,71,"Units of Measurement",2,"Topic"
4443,199,98,"Temperature units",3,"Subtopic"
4443,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4443,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4443,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4447,101,3,"Data and Statistics",1,"Subject"
4447,113,101,"Data Collection",2,"Topic"
4447,342,101,"Data Representation",2,"Topic"
4447,118,342,"Two Way Tables",3,"Subtopic"
4447,1976,113,"Frequency tables",3,"Subtopic"
4447,336,113,"Tally Charts",3,"Subtopic"
4450,32,3,"Number",1,"Subject"
4450,46,32,"Ratio",2,"Topic"
4450,241,46,"Sharing in a Ratio",3,"Subtopic"
4468,32,3,"Number",1,"Subject"
4468,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4468,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
4468,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
4475,32,3,"Number",1,"Subject"
4475,39,32,"Fractions",2,"Topic"
4475,225,39,"Fractions of an Amount",3,"Subtopic"
4475,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4475,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
4480,32,3,"Number",1,"Subject"
4480,39,32,"Fractions",2,"Topic"
4480,227,39,"Simplifying Fractions",3,"Subtopic"
4481,32,3,"Number",1,"Subject"
4481,144,32,"Basic Arithmetic",2,"Topic"
4481,206,144,"Written Subtraction",3,"Subtopic"
4481,205,144,"Written Addition",3,"Subtopic"
4484,32,3,"Number",1,"Subject"
4484,144,32,"Basic Arithmetic",2,"Topic"
4484,33,144,"BIDMAS",3,"Subtopic"
4488,49,3,"Algebra",1,"Subject"
4488,81,49,"Co-ordinates",2,"Topic"
4488,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
4488,410,81,"Distance Between Two Co-ordinates",3,"Subtopic"
4495,32,3,"Number",1,"Subject"
4495,141,32,"Rounding and Estimating",2,"Topic"
4495,37,32,"Factors, Multiples and Primes",2,"Topic"
4495,144,32,"Basic Arithmetic",2,"Topic"
4495,203,144,"Mental Addition and Subtraction",3,"Subtopic"
4495,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4495,215,141,"Rounding to Significant Figures",3,"Subtopic"
4496,71,3,"Geometry and Measure",1,"Subject"
4496,178,71,"Perimeter and Area",2,"Topic"
4496,86,178,"Perimeter",3,"Subtopic"
4496,75,178,"Area of Simple Shapes",3,"Subtopic"
4496,179,178,"Compound Area",3,"Subtopic"
4503,71,3,"Geometry and Measure",1,"Subject"
4503,79,71,"Compound Measures",2,"Topic"
4503,269,79,"Speed, Distance, Time",3,"Subtopic"
4508,32,3,"Number",1,"Subject"
4508,144,32,"Basic Arithmetic",2,"Topic"
4508,42,32,"Negative Numbers",2,"Topic"
4508,33,144,"BIDMAS",3,"Subtopic"
4508,1977,42,"Mixed operation Negative Numbers",3,"Subtopic"
4508,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
4513,49,3,"Algebra",1,"Subject"
4513,154,49,"Solving Equations",2,"Topic"
4513,64,154,"Linear Equations",3,"Subtopic"
4527,49,3,"Algebra",1,"Subject"
4527,154,49,"Solving Equations",2,"Topic"
4527,65,154,"Quadratic Equations",3,"Subtopic"
4531,32,3,"Number",1,"Subject"
4531,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4531,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
4531,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
4531,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
4548,71,3,"Geometry and Measure",1,"Subject"
4548,74,71,"Angles",2,"Topic"
4548,183,74,"Angles in Polygons",3,"Subtopic"
4561,49,3,"Algebra",1,"Subject"
4561,154,49,"Solving Equations",2,"Topic"
4561,64,154,"Linear Equations",3,"Subtopic"
4562,32,3,"Number",1,"Subject"
4562,37,32,"Factors, Multiples and Primes",2,"Topic"
4562,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4577,71,3,"Geometry and Measure",1,"Subject"
4577,74,71,"Angles",2,"Topic"
4577,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
4584,32,3,"Number",1,"Subject"
4584,37,32,"Factors, Multiples and Primes",2,"Topic"
4584,42,32,"Negative Numbers",2,"Topic"
4584,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
4584,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4584,210,42,"Ordering Negative Numbers",3,"Subtopic"
4584,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
4584,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4584,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4585,71,3,"Geometry and Measure",1,"Subject"
4585,32,3,"Number",1,"Subject"
4585,98,71,"Units of Measurement",2,"Topic"
4585,144,32,"Basic Arithmetic",2,"Topic"
4585,100,71,"Volume and Surface Area",2,"Topic"
4585,189,100,"Volume of Prisms",3,"Subtopic"
4585,197,98,"Volume and Capacity Units",3,"Subtopic"
4585,202,144,"Place Value",3,"Subtopic"
4585,209,98,"Time",3,"Subtopic"
4586,101,3,"Data and Statistics",1,"Subject"
4586,338,101,"Data Processing",2,"Topic"
4586,340,338,"Averages and Range from Frequency Table",3,"Subtopic"
4602,32,3,"Number",1,"Subject"
4602,39,32,"Fractions",2,"Topic"
4602,232,39,"Dividing Fractions",3,"Subtopic"
4602,231,39,"Multiplying Fractions",3,"Subtopic"
4603,32,3,"Number",1,"Subject"
4603,144,32,"Basic Arithmetic",2,"Topic"
4603,203,144,"Mental Addition and Subtraction",3,"Subtopic"
4604,32,3,"Number",1,"Subject"
4604,46,32,"Ratio",2,"Topic"
4604,334,46,"Writing Ratios",3,"Subtopic"
4604,241,46,"Sharing in a Ratio",3,"Subtopic"
4605,32,3,"Number",1,"Subject"
4605,37,32,"Factors, Multiples and Primes",2,"Topic"
4605,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4605,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4605,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4606,32,3,"Number",1,"Subject"
4606,71,3,"Geometry and Measure",1,"Subject"
4606,37,32,"Factors, Multiples and Primes",2,"Topic"
4606,44,32,"Percentages",2,"Topic"
4606,40,32,"Indices, Powers and Roots",2,"Topic"
4606,98,71,"Units of Measurement",2,"Topic"
4606,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4606,209,98,"Time",3,"Subtopic"
4606,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4606,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4606,233,44,"Percentages of an Amount",3,"Subtopic"
4606,245,40,"Squares, Cubes, etc",3,"Subtopic"
4607,32,3,"Number",1,"Subject"
4607,37,32,"Factors, Multiples and Primes",2,"Topic"
4607,144,32,"Basic Arithmetic",2,"Topic"
4607,40,32,"Indices, Powers and Roots",2,"Topic"
4607,42,32,"Negative Numbers",2,"Topic"
4607,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4607,33,144,"BIDMAS",3,"Subtopic"
4607,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
4607,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4607,245,40,"Squares, Cubes, etc",3,"Subtopic"
4611,32,3,"Number",1,"Subject"
4611,36,32,"Decimals",2,"Topic"
4611,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
4617,32,3,"Number",1,"Subject"
4617,101,3,"Data and Statistics",1,"Subject"
4617,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4617,36,32,"Decimals",2,"Topic"
4617,44,32,"Percentages",2,"Topic"
4617,348,101,"Probability",2,"Topic"
4617,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
4617,111,348,"Probability of Single Events",3,"Subtopic"
4617,222,36,"Ordering Decimals",3,"Subtopic"
4617,233,44,"Percentages of an Amount",3,"Subtopic"
4624,71,3,"Geometry and Measure",1,"Subject"
4624,74,71,"Angles",2,"Topic"
4624,183,74,"Angles in Polygons",3,"Subtopic"
4624,439,74,"Angles in Triangles",3,"Subtopic"
4630,71,3,"Geometry and Measure",1,"Subject"
4630,32,3,"Number",1,"Subject"
4630,98,71,"Units of Measurement",2,"Topic"
4630,91,71,"Symmetry",2,"Topic"
4630,144,32,"Basic Arithmetic",2,"Topic"
4630,39,32,"Fractions",2,"Topic"
4630,278,71,"Transformations",2,"Topic"
4630,174,71,"2D Names and Properties of Shapes",2,"Topic"
4630,84,174,"Properties of Polygons",3,"Subtopic"
4630,209,98,"Time",3,"Subtopic"
4630,95,278,"Translation and Vectors",3,"Subtopic"
4630,225,39,"Fractions of an Amount",3,"Subtopic"
4630,203,144,"Mental Addition and Subtraction",3,"Subtopic"
4630,275,91,"Line Symmetry",3,"Subtopic"
4650,32,3,"Number",1,"Subject"
4650,39,32,"Fractions",2,"Topic"
4650,228,39,"Ordering Fractions",3,"Subtopic"
4658,49,3,"Algebra",1,"Subject"
4658,156,49,"Formula",2,"Topic"
4658,67,156,"Substitution into Formula",3,"Subtopic"
4660,32,3,"Number",1,"Subject"
4660,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
4660,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
4661,32,3,"Number",1,"Subject"
4661,37,32,"Factors, Multiples and Primes",2,"Topic"
4661,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
4663,32,3,"Number",1,"Subject"
4663,71,3,"Geometry and Measure",1,"Subject"
4663,42,32,"Negative Numbers",2,"Topic"
4663,98,71,"Units of Measurement",2,"Topic"
4663,210,42,"Ordering Negative Numbers",3,"Subtopic"
4663,199,98,"Temperature units",3,"Subtopic"
4669,225,39,"Fractions of an Amount",3,"Subtopic"
4671,32,3,"Number",1,"Subject"
4671,144,32,"Basic Arithmetic",2,"Topic"
4671,36,32,"Decimals",2,"Topic"
4671,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
4671,33,144,"BIDMAS",3,"Subtopic"
4672,101,3,"Data and Statistics",1,"Subject"
4672,49,3,"Algebra",1,"Subject"
4672,32,3,"Number",1,"Subject"
4672,62,49,"Writing and Simplifying Expressions",2,"Topic"
4672,144,32,"Basic Arithmetic",2,"Topic"
4672,156,49,"Formula",2,"Topic"
4672,36,32,"Decimals",2,"Topic"
4672,342,101,"Data Representation",2,"Topic"
4672,338,101,"Data Processing",2,"Topic"
4672,67,156,"Substitution into Formula",3,"Subtopic"
4672,33,144,"BIDMAS",3,"Subtopic"
4672,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
4672,106,342,"Block Graphs and Bar Charts",3,"Subtopic"
4672,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
4672,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
4676,71,3,"Geometry and Measure",1,"Subject"
4676,178,71,"Perimeter and Area",2,"Topic"
4676,86,178,"Perimeter",3,"Subtopic"
4676,75,178,"Area of Simple Shapes",3,"Subtopic"
4680,32,3,"Number",1,"Subject"
4680,46,32,"Ratio",2,"Topic"
4680,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
4682,49,3,"Algebra",1,"Subject"
4682,154,49,"Solving Equations",2,"Topic"
4682,62,49,"Writing and Simplifying Expressions",2,"Topic"
4682,64,154,"Linear Equations",3,"Subtopic"
4682,70,62,"Writing Expressions",3,"Subtopic"
4703,32,3,"Number",1,"Subject"
4703,144,32,"Basic Arithmetic",2,"Topic"
4703,33,144,"BIDMAS",3,"Subtopic"
4711,71,3,"Geometry and Measure",1,"Subject"
4711,32,3,"Number",1,"Subject"
4711,40,32,"Indices, Powers and Roots",2,"Topic"
4711,100,71,"Volume and Surface Area",2,"Topic"
4711,189,100,"Volume of Prisms",3,"Subtopic"
4711,245,40,"Squares, Cubes, etc",3,"Subtopic"
4720,101,3,"Data and Statistics",1,"Subject"
4720,338,101,"Data Processing",2,"Topic"
4720,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
4725,32,3,"Number",1,"Subject"
4725,39,32,"Fractions",2,"Topic"
4725,225,39,"Fractions of an Amount",3,"Subtopic"
4725,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4744,32,3,"Number",1,"Subject"
4744,39,32,"Fractions",2,"Topic"
4744,225,39,"Fractions of an Amount",3,"Subtopic"
4744,231,39,"Multiplying Fractions",3,"Subtopic"
4752,32,3,"Number",1,"Subject"
4752,144,32,"Basic Arithmetic",2,"Topic"
4752,36,32,"Decimals",2,"Topic"
4752,33,144,"BIDMAS",3,"Subtopic"
4752,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
4755,71,3,"Geometry and Measure",1,"Subject"
4755,74,71,"Angles",2,"Topic"
4755,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
4758,32,3,"Number",1,"Subject"
4758,39,32,"Fractions",2,"Topic"
4758,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
4758,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
4758,225,39,"Fractions of an Amount",3,"Subtopic"
4760,32,3,"Number",1,"Subject"
4760,144,32,"Basic Arithmetic",2,"Topic"
4760,204,144,"Mental Multiplication and Division",3,"Subtopic"
4760,203,144,"Mental Addition and Subtraction",3,"Subtopic"
4773,71,3,"Geometry and Measure",1,"Subject"
4773,74,71,"Angles",2,"Topic"
4773,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
4777,101,3,"Data and Statistics",1,"Subject"
4777,338,101,"Data Processing",2,"Topic"
4777,339,338,"Range and Interquartile Range from a List of Data",3,"Subtopic"
4778,32,3,"Number",1,"Subject"
4778,39,32,"Fractions",2,"Topic"
4778,225,39,"Fractions of an Amount",3,"Subtopic"
4779,32,3,"Number",1,"Subject"
4779,40,32,"Indices, Powers and Roots",2,"Topic"
4779,35,32,"Calculator Use",2,"Topic"
4779,47,40,"Standard Form",3,"Subtopic"
4779,217,35,"Basic Calculator Use",3,"Subtopic"
4780,71,3,"Geometry and Measure",1,"Subject"
4780,91,71,"Symmetry",2,"Topic"
4780,174,71,"2D Names and Properties of Shapes",2,"Topic"
4780,275,91,"Line Symmetry",3,"Subtopic"
4780,88,174,"Properties of Quadrilaterals",3,"Subtopic"
4780,84,174,"Properties of Polygons",3,"Subtopic"
4791,71,3,"Geometry and Measure",1,"Subject"
4791,77,71,"Circles",2,"Topic"
4791,98,71,"Units of Measurement",2,"Topic"
4791,178,71,"Perimeter and Area",2,"Topic"
4791,179,178,"Compound Area",3,"Subtopic"
4791,186,77,"Area of a Circle",3,"Subtopic"
4791,195,98,"Length Units",3,"Subtopic"
4791,187,77,"Sectors of a Circle",3,"Subtopic"
4791,655,178,"Missing Lengths",3,"Subtopic"
4795,101,3,"Data and Statistics",1,"Subject"
4795,342,101,"Data Representation",2,"Topic"
4795,106,342,"Block Graphs and Bar Charts",3,"Subtopic"
4799,32,3,"Number",1,"Subject"
4799,37,32,"Factors, Multiples and Primes",2,"Topic"
4799,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4799,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
4801,32,3,"Number",1,"Subject"
4801,101,3,"Data and Statistics",1,"Subject"
4801,144,32,"Basic Arithmetic",2,"Topic"
4801,342,101,"Data Representation",2,"Topic"
4801,37,32,"Factors, Multiples and Primes",2,"Topic"
4801,113,101,"Data Collection",2,"Topic"
4801,203,144,"Mental Addition and Subtraction",3,"Subtopic"
4801,117,342,"Time Series and Line Graphs",3,"Subtopic"
4801,219,37,"Factors and Highest Common Factor",3,"Subtopic"
4801,204,144,"Mental Multiplication and Division",3,"Subtopic"
4801,1976,113,"Frequency tables",3,"Subtopic"
4803,32,3,"Number",1,"Subject"
4803,141,32,"Rounding and Estimating",2,"Topic"
4803,36,32,"Decimals",2,"Topic"
4803,39,32,"Fractions",2,"Topic"
4803,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
4803,216,141,"Estimation",3,"Subtopic"
4803,225,39,"Fractions of an Amount",3,"Subtopic"
4803,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
4806,49,3,"Algebra",1,"Subject"
4806,71,3,"Geometry and Measure",1,"Subject"
4806,81,49,"Co-ordinates",2,"Topic"
4806,278,71,"Transformations",2,"Topic"
4806,95,278,"Translation and Vectors",3,"Subtopic"
