"QuestionId_DQ","InterventionId","MetaDataId","Text","Sequence","MetaDataTagId","Label"
89316,1708,1941,"\( (12-8) \times(3+2) \)",4,7,"Answer C Text"
89316,1708,1942,"\( 12-(8 \times 3)+2 \)",5,9,"Answer D Text"
101097,1713,35746,"Work out:
\(
\frac{3}{4}-\frac{2}{5}+\frac{1}{10}
\)",1,1,"Question Text"
101097,1713,35747,"\( \frac{1}{4} \)",2,3,"Answer A Text"
101097,1713,35748,"\( \frac{2}{9} \)",3,5,"Answer B Text"
101097,1713,35749,"\( \frac{9}{20} \)",4,7,"Answer C Text"
101097,1713,35750,"\( \frac{3}{10} \)",5,9,"Answer D Text"
146898,1722,11852,"The ages of \( 5 \) people are shown in the table.",1,1,"Question Text"
146898,1722,11853,"\begin{tabular}{|c|c|c|c|c|c|}
\hline Name & Lena & Bobby & Nina & Edith & Leo \\
\hline Age & \( 12 \) years & \( 3 \) years & \( 21 \) years & \( 63 \) years & \( 40 \) years \\
\hline
\end{tabular}",2,1,"Question Text"
146898,1722,11854,"What is the range of their ages?",3,1,"Question Text"
146898,1722,11855,"\( 66 \) years",4,3,"Answer A Text"
146898,1722,11856,"\( 28 \) years",5,5,"Answer B Text"
146898,1722,11857,"\( 63 \) years",6,7,"Answer C Text"
146898,1722,11858,"\( 60 \) years",7,9,"Answer D Text"
95784,1738,45486,"What is the surface area of this cylinder?",1,1,"Question Text"
95784,1738,45487,"A cylinder with a radius of 5cm and a height of 10cm",2,2,"Question Image"
95784,1738,45488,"\( 50 \pi \mathrm{cm}^{2} \)",3,3,"Answer A Text"
95784,1738,45489,"\( 125 \pi \mathrm{cm}^{2} \)",4,5,"Answer B Text"
95784,1738,45490,"\( 250 \pi \mathrm{cm}^{2} \)",5,7,"Answer C Text"
95784,1738,45491,"\( 150 \pi \mathrm{cm}^{2} \)",6,9,"Answer D Text"
133594,1745,6927,"Liam and Emma are discussing similar shapes",1,1,"Question Text"
133594,1745,6928,"Liam says these two shapes are similar:",2,1,"Question Text"
133594,1745,6929,"Two scalene triangles. One has sides 4cm, 5cm, 6cm. The other has sides 3cm, 4cm, 5cm.",3,2,"Question Image"
133594,1745,6930,"Emma says these two shapes are similar:",4,1,"Question Text"
133594,1745,6931,"Two scalene triangles. One has sides 4cm, 5cm, 6cm. The other has sides 6cm, 7.5cm, 9cm.",5,2,"Question Image"
133594,1745,6932,"Who is correct?",6,1,"Question Text"
133594,1745,6933,"Only
Liam",7,3,"Answer A Text"
133594,1745,6934,"Only
Emma",8,5,"Answer B Text"
133594,1745,6935,"Both Liam and Emma",9,7,"Answer C Text"
133594,1745,6936,"Neither is correct",10,9,"Answer D Text"
106750,1758,27983,"One of these quadratic equations will give no real solutions.
Which one?",1,1,"Question Text"
106750,1758,27984,"\( \frac{-3 \pm \sqrt{11}}{5} \)",2,3,"Answer A Text"
106750,1758,27985,"\( \frac{-3 \pm \sqrt{0}}{5} \)",3,5,"Answer B Text"
106750,1758,27986,"\( \frac{-3 \pm \sqrt{-16}}{5} \)",4,7,"Answer C Text"
106750,1758,27987,"\( \frac{-3 \pm \sqrt{16}}{-5} \)",5,9,"Answer D Text"
143731,1759,13279,"A horizontal number-line with 9 vertical, equally spaced, dashes representing the position of numbers. ""0"" above the 1st dash and ""2"" above the last dash are the only numbers marked on the line. A red arrow is pointing to the 8th dash.",1,2,"Question Image"
143731,1759,13280,"What number is the arrow pointing to?",2,1,"Question Text"
143731,1759,13281,"\( 1.5 \)",3,3,"Answer A Text"
143731,1759,13282,"\( 1.8 \)",4,5,"Answer B Text"
143731,1759,13283,"\( 1.9 \)",5,7,"Answer C Text"
143731,1759,13284,"\( 1.75 \)",6,9,"Answer D Text"
103720,1767,15103,"Max and Lily are discussing multiplying decimals.

Max says \( 3 \times 0.7=7 \times 0.3 \)

Lily says \( 0.03 \times 0.7=0.07 \times 0.3 \)

Who is correct?",1,1,"Question Text"
103720,1767,15104,"Only Max",2,3,"Answer A Text"
103720,1767,15105,"Only Lily",3,5,"Answer B Text"
103720,1767,15106,"Both Max and Lily",4,7,"Answer C Text"
103720,1767,15107,"Neither is correct",5,9,"Answer D Text"
101542,1771,4762,"What should replace the star?",1,1,"Question Text"
101542,1771,4763,"A number line representing the value 240 from 0% to 100%, with 240 above the 100% marker, with a star above 87%",2,2,"Question Image"
101542,1771,4764,"Use your calculator, if needed, and give your answer to \( 1 \) decimal place.",3,1,"Question Text"
101542,1771,4765,"\( 275.9 \)",4,3,"Answer A Text"
101542,1771,4766,"\( 227.0 \)",5,5,"Answer B Text"
101542,1771,4767,"\( 2.8 \)",6,7,"Answer C Text"
101542,1771,4768,"\( 208.8 \)",7,9,"Answer D Text"
131356,1772,4922,"Which of the following fractions is equivalent to \( \frac{8}{12} \) ?",1,1,"Question Text"
131356,1772,4923,"\( \frac{3}{4} \)",2,3,"Answer A Text"
131356,1772,4924,"\( \frac{10}{14} \)",3,5,"Answer B Text"
131356,1772,4925,"\( \frac{10}{15} \)",4,7,"Answer C Text"
131356,1772,4926,"None of these",5,9,"Answer D Text"
101836,1776,37993,"What number is represented below?",1,1,"Question Text"
101836,1776,37994,"An image showing three rods cut into ten squares, four individual squares and two large squares cut into ten rows and ten columns. ",2,2,"Question Image"
101836,1776,37995,"\( 234 \)",3,3,"Answer A Text"
101836,1776,37996,"\( 342 \)",4,5,"Answer B Text"
101836,1776,37997,"\( 324 \)",5,7,"Answer C Text"
101836,1776,37998,"\( 243 \)",6,9,"Answer D Text"
101516,1777,1130,"Jack and Emma are arguing about working out percentages of amounts.
Jack says to find \( 10 \% \) you divide by \( 10 \).
Emma say to find \( 5 \% \) you divide by \( 5 \).
Who is correct?",1,1,"Question Text"
101516,1777,1131,"Only Jack",2,3,"Answer A Text"
101516,1777,1132,"Only Emma",3,5,"Answer B Text"
101516,1777,1133,"Both Jack and Emma",4,7,"Answer C Text"
101516,1777,1134,"Neither is correct",5,9,"Answer D Text"
77174,1784,2507,"Work out the area of shape",1,1,"Question Text"
77174,1784,2508,"A diagram showing a compound shape made of a rectangle and a right angle triangle - some of the lengths are labelled.",2,2,"Question Image"
77174,1784,2509,"\( 57.5 m^{2} \)",3,3,"Answer A Text"
77174,1784,2510,"\( 88 m^{2} \)",4,5,"Answer B Text"
77174,1784,2511,"\( 55.5 m^{2} \)",5,7,"Answer C Text"
77174,1784,2512,"\( 111 m^{2} \)",6,9,"Answer D Text"
100568,1786,36178,"Jack and Lucy are arguing equivalent fractions.
Jack says \( \frac{9}{15}=\frac{12}{20} \)
Lucy says \( \frac{9}{15}=\frac{15}{21} \)
Who is correct?",1,1,"Question Text"
100568,1786,36179,"Only
Jack",2,3,"Answer A Text"
100568,1786,36180,"Only
Lucy",3,5,"Answer B Text"
100568,1786,36181,"Both Jack and Lucy",4,7,"Answer C Text"
100568,1786,36182,"Neither is correct",5,9,"Answer D Text"
75893,1796,14436,"Complete the missing value.",1,1,"Question Text"
75893,1796,14437,"A circle with two other circles below it, connected to the top circle by lines. The top circle has 70% in, one of the bottom circles has 2/10, and the other is blank.",2,2,"Question Image"
75893,1796,14438,"\( 80 \% \)",3,3,"Answer A Text"
75893,1796,14439,"\( 90 \% \)",4,5,"Answer B Text"
75893,1796,14440,"\( \frac{2}{10} \)",5,7,"Answer C Text"
75893,1796,14441,"\( 0.5 \)",6,9,"Answer D Text"
147471,1805,19578,"What is the first term of the sequence given by this rule:
\[
5 n-1
\]",1,1,"Question Text"
147471,1805,19579,"\( 4 \)",2,3,"Answer A Text"
147471,1805,19580,"\( 5 \)",3,5,"Answer B Text"
147471,1805,19581,"\( -1 \)",4,7,"Answer C Text"
147471,1805,19582,"\( 0 \)",5,9,"Answer D Text"
129173,1807,12297,"What is the size of each interior angle in a regular octagon?",1,1,"Question Text"
129173,1807,12298,"\( 80^{\degree} \)",2,3,"Answer A Text"
129173,1807,12299,"\( 135^{\degree} \)",3,5,"Answer B Text"
129173,1807,12300,"\( 120^{\degree} \)",4,7,"Answer C Text"
129173,1807,12301,"\( 180^{\degree} \)",5,9,"Answer D Text"
131600,1822,38890,"Jake and Emma are discussing how to write \( 0.375 \) as a fraction
Jake says \( 0.375 \equiv \frac{375}{1000} \)
Emma says \( 0.375 \equiv \frac{3}{8} \)
Who is correct?",1,1,"Question Text"
131600,1822,38891,"Only
Jake",2,3,"Answer A Text"
131600,1822,38892,"Only
Emma",3,5,"Answer B Text"
131600,1822,38893,"Both Jake and Emma",4,7,"Answer C Text"
131600,1822,38894,"Neither is correct",5,9,"Answer D Text"
131461,1827,15484,"Each cube is \( 1 \mathrm{~cm}^{3} \)

What is the volume of this shape?",1,1,"Question Text"
131461,1827,15485,"A large cube made up of smaller cubes. Three faces are visible, each measuring 3x3 of the small cubes.",2,2,"Question Image"
131461,1827,15486,"\( 27 \mathrm{~cm}^{3} \)",3,3,"Answer A Text"
131461,1827,15487,"\( 9 \mathrm{~cm}^{3} \)",4,5,"Answer B Text"
131461,1827,15488,"\( 54 \mathrm{~cm}^{3} \)",5,7,"Answer C Text"
131461,1827,15489,"\( 25 \mathrm{~cm}^{3} \)",6,9,"Answer D Text"
78431,1836,32165,"Jake is \( 181 \mathrm{~cm} \). Noah is \( 1.47 \times 10^{2} \mathrm{~cm} \).
What is the range of their ages (in standard form)?",1,1,"Question Text"
78431,1836,32166,"\( 3.4 \times 10^{1} \mathrm{~cm} \)",2,3,"Answer A Text"
78431,1836,32167,"\( 3.28 \times 10^{2} \mathrm{~cm} \)",3,5,"Answer B Text"
78431,1836,32168,"\( 34 \mathrm{~cm} \)",4,7,"Answer C Text"
78431,1836,32169,"\( 0.34 \times 10^{2} \mathrm{~cm} \)",5,9,"Answer D Text"
131656,1844,39289,"\( 50 \) has been increased by \( n \% \) and the final answer is \( 65 \).
What is the value of \( n \) ?",1,1,"Question Text"
131656,1844,39290,"\( 3 \)",2,3,"Answer A Text"
131656,1844,39291,"\( 1500 \)",3,5,"Answer B Text"
131656,1844,39292,"\( 15 \)",4,7,"Answer C Text"
131656,1844,39293,"\( 30 \)",5,9,"Answer D Text"
135198,1869,46420,"Elijah decides to go for a run.
The graph on the right shows Elijah's speed in metres per second ( \( s \) ) over time in seconds
\( (t) \).",1,1,"Question Text"
135198,1869,46421,"A speed-time graph showing an increase in speed from 0, then the speed remaining constant for some time then a decrease in speed back to 0.",2,2,"Question Image"
135198,1869,46422,"The gradient of the positive sloping section of the graph is \( 2 \).
Which of the following does that \( 2 \) best represent?",3,1,"Question Text"
135198,1869,46423,"Elijah is travelling at a speed of \( 2 \mathrm{~m} / \mathrm{s} \)",4,3,"Answer A Text"
135198,1869,46424,"Elijah is decelerating at a rate of \( 2 \mathrm{~m} / \mathrm{s}^{2} \)",5,5,"Answer B Text"
135198,1869,46425,"Elijah is resting for \( 2 \) seconds",6,7,"Answer C Text"
135198,1869,46426,"Elijah is accelerating at a rate of \( 2 \mathrm{~m} / \mathrm{s}^{2} \)",7,9,"Answer D Text"
136210,1870,34132,"The ratio of \( a: b \) is \( 3: 2 \)

The ratio of \( b: c \) is \( 3: 4 \)

What is the ratio of \( a: c \) ?",1,1,"Question Text"
136210,1870,34133,"\( 3: 4 \)",2,3,"Answer A Text"
136210,1870,34134,"\( 2: 4 \)",3,5,"Answer B Text"
136210,1870,34135,"\( 4: 4 \)",4,7,"Answer C Text"
136210,1870,34136,"\( 9: 8 \)",5,9,"Answer D Text"
89810,1873,2118,"""Common multiples of \( 5 \) and \( 4 \) are also multiples of 9"" Is this statement...",1,1,"Question Text"
89810,1873,2119,"always true",2,3,"Answer A Text"
89810,1873,2120,"sometimes true",3,5,"Answer B Text"
89810,1873,2121,"never true",4,7,"Answer C Text"
89810,1873,2122,"Impossible to
say",5,9,"Answer D Text"
77644,1876,14321,"Find the total of the \( 3 \) least expensive areas to live.",1,1,"Question Text"
77644,1876,14322,"A line graph. The x-axis has the following towns/cities marked:
Luton, Coventry, Stoke, Greenwich, Derby, Nottingham. The y-axis is titled ""Average house prices (£)"" and the scale is from 100,000 to 500,000 in divisions of 25,000, but the axis is only labelled every 50,000. The following points are plotted and joined together: (Luton, 125,000), (Coventry, 350,000), (Stoke, 150,000), (Greenwich, 275,000), (Derby, 300,000), (Nottingham, 225,000).",2,2,"Question Image"
77644,1876,14323,"\( £ 500,000 \)",3,3,"Answer A Text"
77644,1876,14324,"\( £ 125,000 \)",4,5,"Answer B Text"
77644,1876,14325,"\( £ 925,000 \)",5,7,"Answer C Text"
77644,1876,14326,"\( £ 485,000 \)",6,9,"Answer D Text"
134809,1880,37715,"Which of the following would be a correct way to write the results of this factor tree?",1,1,"Question Text"
134809,1880,37716,"A prime factor tree starting with 56 split into 2 and 28. 28 is then split into 2 and 14. 14 is then split into 2 and 7.",2,2,"Question Image"
134809,1880,37717,"\( 56 \equiv 2^{3} \times 7 \)",3,3,"Answer A Text"
134809,1880,37718,"\( 56 \equiv 3 \times 2 \times 7 \)",4,5,"Answer B Text"
134809,1880,37719,"\(56 \\ \equiv 2 \times 28 \times 14 \\ \times 2 \times 7 \times 2 \)",5,7,"Answer C Text"
134809,1880,37720,"None of these are correct",6,9,"Answer D Text"
101077,1881,3571,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark?",1,1,"Question Text"
101077,1881,3572,"Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above",2,2,"Question Image"
101077,1881,3573,"\( \frac{11}{35} \)",3,3,"Answer A Text"
101077,1881,3574,"\( \frac{31}{35} \)",4,5,"Answer B Text"
101077,1881,3575,"\( \frac{5}{12} \)",5,7,"Answer C Text"
101077,1881,3576,"\( \frac{5}{35} \)",6,9,"Answer D Text"
147262,1896,15940,"The \( 4^{\text {th }} \) term of a linear sequence is \( 50 \).
The constant difference is \( 6 \).

What is the difference between the \( 2^{\text {nd }} \) and \( 9^{\text {th }} \) terms?",1,1,"Question Text"
147262,1896,15941,"\( 7 \)",2,3,"Answer A Text"
147262,1896,15942,"\( 36 \)",3,5,"Answer B Text"
147262,1896,15943,"\( 68 \)",4,7,"Answer C Text"
147262,1896,15944,"\( 42 \)",5,9,"Answer D Text"
136990,1903,16613,"What is the equation of this line?",1,1,"Question Text"
136990,1903,16614,"A line drawn, on a positive coordinate grid, going through the points (0,0) (1,1) (2,2) (3,3) (4,4)",2,2,"Question Image"
136990,1903,16615,"\( x=3, y=3 \)",3,3,"Answer A Text"
136990,1903,16616,"\( y=x \)",4,5,"Answer B Text"
136990,1903,16617,"\( y=-x \)",5,7,"Answer C Text"
136990,1903,16618,"\( y=4 x \)",6,9,"Answer D Text"
77918,1908,7630,"What is the median number of siblings?",1,1,"Question Text"
77918,1908,7631,"\begin{tabular}{|c|c|}
\hline Siblings(s) & Frequency \( (f) \) \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 3 \) \\
\hline \( 2 \) & \( 9 \) \\
\hline \( 3 \) & \( 10 \) \\
\hline \( 4 \) & \( 7 \) \\
\hline
\end{tabular}",2,2,"Question Image"
77918,1908,7632,"\( 4 \)",3,3,"Answer A Text"
77918,1908,7633,"\( 2 \)",4,5,"Answer B Text"
77918,1908,7634,"\( 3 \)",5,7,"Answer C Text"
77918,1908,7635,"\( 10 \)",6,9,"Answer D Text"
99590,1911,36163,"Liz and Mike are arguing about factors and multiples.

Liz says two numbers have an infinite number of common multiples.

Mike says the highest common factor of two numbers is always greater than \( 1 \).
Who is correct?",1,1,"Question Text"
99590,1911,36164,"Only
Liz",2,3,"Answer A Text"
99590,1911,36165,"Only
Mike",3,5,"Answer B Text"
99590,1911,36166,"Both Liz and Mike",4,7,"Answer C Text"
99590,1911,36167,"Neither is correct",5,9,"Answer D Text"
100999,1916,3683,"\( \frac{2}{7} \times 3=3 \div K \times L \)",1,1,"Question Text"
100999,1916,3684,"\( \begin{array}{l}K=7 \\ L=2\end{array} \)",2,3,"Answer A Text"
100999,1916,3685,"\( \begin{array}{l}K=2 \\ L=7\end{array} \)",3,5,"Answer B Text"
100999,1916,3686,"\( \begin{array}{l}K=7 \\ L=7\end{array} \)",4,7,"Answer C Text"
100999,1916,3687,"Not possible",5,9,"Answer D Text"
131688,1917,40934,"To change kilogrammes per hour into grammes per minute you need to...",1,1,"Question Text"
131688,1917,40935,"\( \begin{array}{c}\times 1000 \\ \text { and } \\ \times 60\end{array} \)",2,3,"Answer A Text"
131688,1917,40936,"\( \begin{array}{c}\times 1000 \\ \quad \text { and } \\ \div 60\end{array} \)",3,5,"Answer B Text"
131688,1917,40937,"\( \begin{array}{c}\div 1000 \\ \quad \text { and } \\ \div 60\end{array} \)",4,7,"Answer C Text"
131688,1917,40938,"\( \begin{array}{c}\div 1000 \\ \text { and } \\ \times 60\end{array} \)",5,9,"Answer D Text"
76057,1918,13225,"What is the value of B?",1,1,"Question Text"
76057,1918,13226,"A vertical number-line with 7 horizontal, equally spaced, dashes representing the position of numbers. ""-8"" next to the bottom dash and ""4"" next to the top dash are the only numbers marked on the line. An arrow, labelled ""B"" is pointing at the dash that is 2 below the ""4"" label and 4 above the ""-8"" label. ",2,2,"Question Image"
76057,1918,13227,"\( 0 \)",3,3,"Answer A Text"
76057,1918,13228,"\( 2 \)",4,5,"Answer B Text"
76057,1918,13229,"\( -12 \)",5,7,"Answer C Text"
76057,1918,13230,"\( -4 \)",6,9,"Answer D Text"
135050,1921,34825,"Between 2020 and 2021, the population of a town decreased by \( 35 \% \)
In 2021, the population of the town was \( 94900 \).
What was the population of the town in 2020?",1,1,"Question Text"
135050,1921,34826,"\( 33215 \)",2,3,"Answer A Text"
135050,1921,34827,"\( 128115 \)",3,5,"Answer B Text"
135050,1921,34828,"\( 146000 \)",4,7,"Answer C Text"
135050,1921,34829,"\( 61685 \)",5,9,"Answer D Text"
76873,1925,41384,"Find angle \( a \).",1,1,"Question Text"
76873,1925,41385,"Eight sided shape with three of the angles labelled with an a and the others labelled: 125 degrees, 125 degrees, 130 degrees, 100 degrees and 120 degrees.",2,2,"Question Image"
76873,1925,41386,"\( 160^{\circ} \)",3,3,"Answer A Text"
76873,1925,41387,"\( 280^{\circ} \)",4,5,"Answer B Text"
76873,1925,41388,"\( 480^{\circ} \)",5,7,"Answer C Text"
76873,1925,41389,"\( 80^{\circ} \)",6,9,"Answer D Text"
146171,1935,5886,"Jack and Jessie are discussing ways to calculate \( 59 \times 4 \) mentally
Jack doubles \( 59 \) and then doubles the answer
Jessie does \( 60 \times 4 \) and then subtracts \( 4 \) from the answer
Who would get the correct answer?",1,1,"Question Text"
146171,1935,5887,"Only
Jack",2,3,"Answer A Text"
146171,1935,5888,"Only Jessie",3,5,"Answer B Text"
146171,1935,5889,"Both Jack and Jessie",4,7,"Answer C Text"
146171,1935,5890,"Neither is correct",5,9,"Answer D Text"
101048,1937,3531,"Alex has two fraction cards.
\( \frac{5}{8} \quad \square\)
The product of the cards is \( \frac{1}{6} \) What is the other card?",1,1,"Question Text"
101048,1937,3532,"\( \frac{19}{24} \)",2,3,"Answer A Text"
101048,1937,3533,"\( \frac{5}{48} \)",3,5,"Answer B Text"
101048,1937,3534,"\( \frac{15}{4} \)",4,7,"Answer C Text"
101048,1937,3535,"\( \frac{4}{15} \)",5,9,"Answer D Text"
107597,1939,40098,"How should you write \( 5 \) kilograms and \( 7 \) grams in tonnes?",1,1,"Question Text"
107597,1939,40099,"\( 5007 t \)",2,3,"Answer A Text"
107597,1939,40100,"\( 0.05007 t \)",3,5,"Answer B Text"
107597,1939,40101,"\( 5.007 t \)",4,7,"Answer C Text"
107597,1939,40102,"\( 0.005007 t \)",5,9,"Answer D Text"
101072,1949,3566,"Work out:
\(
\frac{5}{12}-\frac{1}{4}
\)",1,1,"Question Text"
101072,1949,3567,"\( \frac{2}{12} \)",2,3,"Answer A Text"
101072,1949,3568,"\( \frac{1}{11} \)",3,5,"Answer B Text"
101072,1949,3569,"\( \frac{4}{12} \)",4,7,"Answer C Text"
101072,1949,3570,"\( \frac{4}{8} \)",5,9,"Answer D Text"
130049,1961,4858,"Which number line shows a good estimate for the position of the number shown?",1,1,"Question Text"
130049,1961,4859,"A number line from 0 to 10000 with the value 857 incorrectly labelled, with an arrow, between the midpoint and 10000",2,4,"Answer A Image"
130049,1961,4860,"A number line from 0 to 1000 with the value 499 incorrectly labelled, with an arrow, just after the midpoint",3,6,"Answer B Image"
130049,1961,4861,"A number line from 1000 to 2000 with the value 1250 correctly labelled, with an arrow, between 1000 and the midpoint",4,8,"Answer C Image"
130049,1961,4862,"A number line from 0 to 10000 with the value 8967 incorrectly labelled, with an arrow, after the midpoint",5,10,"Answer D Image"
